place_id,user_ratings_total,rating
ChIJB13Df8MPZ0gR0T8x5edDb64,10,2.6
ChIJISN-vpMNZ0gRVz4jBISNO6k,1,5
ChIJGyXef5sOZ0gRaQqNm2XRIwI,1319,4.4
ChIJYfsE7_kOZ0gR80PWLV_5FuU,187,4.2
ChIJoctQmqAOZ0gRoE_PyceA5-Y,172,3.4
ChIJh7OPGuYOZ0gRYpWWAZKvFag,1206,4.3
ChIJSdr_I1AJZ0gRQl1RR7eecAg,332,4.7
ChIJRwZ1kYQOZ0gRLSjWLB3-_yQ,983,3.7
ChIJqaons8APZ0gRqCUyvNl9XfI,4,2.5
ChIJsZn2s20MZ0gRER3A4APr4iY,186,3.9
ChIJz3Fo3YkOZ0gR0CriVylw99A,86,3.8
ChIJ7Q3wd4wPZ0gRO5yfIydD59g,224,4.3
ChIJu5q5OgwNZ0gRYRCw3Xcg2mU,35,3.5
ChIJI10nBYAPZ0gRDMAVdDkmkts,9,4.9
ChIJfdCAioQOZ0gRPVqE-M4E_jk,2036,4.4
ChIJRRpVpnQNZ0gRoRYC7n4aI5E,449,4.5
ChIJqf2cAVkMZ0gRcXRuvb2K-Kk,294,3.6
ChIJM6-prNoPZ0gRRa0mshmFlOY,2,5
ChIJregSnhgMZ0gRdrMxgY02BXw,1088,4.2
ChIJ6bYth_wPZ0gRKVR06pIXHms,172,4.6
ChIJ4TYL2L8LZ0gR6-O2JYGIchQ,16,4
ChIJ7TThZlgLZ0gRZ8NO6mKvw9Q,63,4.9
ChIJz2tWtwsPZ0gR_zX4LIG9NjQ,16,3.3
ChIJy7De8FMPZ0gRthpE7TMIdLY,313,4.6
ChIJtS6ySuANZ0gR-Yh_ppv3KGw,794,4.6
ChIJ5f5D3JcNZ0gRenFKPKnR-1w,22,4.3
ChIJMy18RAAPZ0gRagPYKVc70sI,238,4.7
ChIJ7Uj1rnQPZ0gRE8feAPaZwLM,113,4.9
ChIJaQtEO6wTZ0gRcYhKmfY2XiU,14,4.4
ChIJ4UN-giAMZ0gRj4dKCGA-EWg,527,4.4
ChIJZ3U9t6N1Z0gRkMRJZ_Bdftk,126,3.3
ChIJmcbPD50PZ0gRXeoARi2rQug,11,3.7
ChIJh4_daQoSZ0gRUMQt6Ml6pa4,160,4.3
ChIJMzzY6xoJZ0gRrt6zlHrrdek,218,4.7
ChIJ34lr6J4PZ0gR-hW-hnDjtfE,45,4.3
ChIJvZ39010PZ0gR5E32dOsMv6k,211,4.3
ChIJ4cizCX4OZ0gR7J3p_0yRhHw,1392,4.3
ChIJlwCoqwcMZ0gRSZAOgts4yVI,174,3.9
ChIJ6b3IbggNZ0gRBLybGTUiBRA,186,4.5
ChIJAWPYwLQPZ0gR_WTDdiO5M7I,321,4.3
ChIJCZUhpWYNZ0gRQ1YJq4umCjc,144,4.8
ChIJ_3mCDAAPZ0gR7lB3hjG5wlA,21,3.4
ChIJNZTgr9cHZ0gRaxzSan8AU1s,376,4.6
ChIJIzqJnKAOZ0gRA_JDxYhE5lw,111,3.4
ChIJ40J6tIcOZ0gRgxM_un3W8LA,1327,4.1
ChIJuesGeE1tZ0gR02aQIhVBFUs,905,4.5
ChIJF9TzVikPZ0gREFqsoQlgJ_Y,256,4.1
ChIJuaIqxB9zZ0gRhrWYFztjiWM,351,4.2
ChIJ57O6Sm4MZ0gRvLN2r1AR5Eg,114,4.1
ChIJPan8auMLZ0gRBQoDogTwWYI,87,3.7
ChIJ7xcXkRR1Z0gRCSwoDYjHajw,960,4.3
ChIJbUB6Xi4JZ0gRFrh7kWqCJeo,76,3.5
ChIJe7T6sM0RZ0gRhrsG5rs5gZ8,176,4.7
ChIJIf-P7I4MZ0gRpUHodRqEqp0,359,4.3
ChIJqX6mWsgRZ0gRY0lYMsgYleI,293,4.3
ChIJ2xX_6X51Z0gRdQc7JwFv13I,772,4
ChIJp_PoaGIRZ0gRxG727LrMLmc,139,4.2
ChIJ2VNMZVUNZ0gR4dXly-LS-8E,1413,4.2
ChIJ_dzOHAAPZ0gRYO2dbiu0aUw,195,4.2
ChIJ40uxQR0MZ0gRRSocEqhLdNc,3223,4.7
ChIJccBlEjkJZ0gR7cKI5ZG-Usc,228,4.2
ChIJQ9jXevUPZ0gRVOcpMSTCCJ4,725,4.8
ChIJQ3N3W8xzZ0gRc6-TnBm-N_o,74,3.5
ChIJ_bSCTK5yZ0gRPxwyGh1MDR8,12,3.7
ChIJMwe6yo4OZ0gRRuHcOKdHe20,309,4.6
ChIJC3plwFINZ0gRx5_wJUzKDH0,136,4.1
ChIJicEGycgNZ0gRQosvZv31io4,230,4.8
ChIJx6_mBkFzZ0gROAqdaWQlg7E,21,4.3
ChIJ8yQm8_ZzZ0gR0YzlOMiRUmc,74,4.3
ChIJaSJWo69yZ0gREpNuBwxtWu4,110,4.2
ChIJTcIF_a5yZ0gRXWnJQ5PFb84,178,4.1
ChIJj4hBfgATZ0gRrQP_pUi7T2c,178,4.2
ChIJG_Ovy4IOZ0gRALNL9f61cS4,1411,4.4
ChIJOQrLTYMOZ0gRzAH4d6kPTGo,4323,4.3
ChIJ1T9UBJwOZ0gRxGJHzJMaZeI,2913,4
ChIJdYmqbcgPZ0gRqgZxZzv4Tsw,176,3.5
ChIJZcorut0OZ0gRWiogA817eZ8,416,4.3
ChIJr7dHYB8JZ0gRubsd_wzU6rk,92,4.6
ChIJT0P2tt4OZ0gRJeRVDnDYYZU,1730,4.5
ChIJeahptt4OZ0gRUPaA20n7Ae8,241,4.2
ChIJ-Q2jLl4JZ0gRuo4D8r2TrsQ,48,4
ChIJ91yuprwLZ0gRofRlr_PdiBU,235,4
ChIJp6vu9FAOZ0gRca3HjAO_Uso,907,3.9
ChIJYRavmnMJZ0gRkvXcQeFKewc,1104,4
ChIJfzjPu1gJZ0gRE0m5fXZyfWk,493,4.5
ChIJlRrt-O0PZ0gREuzp3laTeq4,323,4.5
ChIJT9lFAOAJZ0gRdOPchfscRpE,294,4.3
ChIJ2WHZaxQJZ0gR6UyZiecw8Gk,860,4.7
ChIJfQoUSYMOZ0gRotOXY3FpFgI,374,4.5
ChIJd_BJCQAJZ0gRcPYYMuhrtAE,519,4.8
ChIJe5PLTa0FZ0gRYi-7Mo1YdaI,309,4.6
ChIJ-RAW6OQNZ0gRNBebVDWQWug,295,3.3
ChIJeYF0-gsJZ0gRIISKhzboG1A,1049,4.5
ChIJ6TjvqA4JZ0gR_YWuRnmWZu4,592,4
ChIJE1Dy3kAFZ0gR-CnyVAbI8fw,414,4
ChIJLcuid34JZ0gRULltIjyGKVQ,908,4.1
ChIJAUz-0ewFZ0gRNsNPEOjikDo,301,4.5
ChIJ7wnp_RhzZ0gRsBsHD7fyDDw,780,3.7
ChIJ3U2ftA8OZ0gRR_JMvN94M7U,345,4.3
ChIJu3lb4fUHZ0gR_dWpx6Ves1U,362,4.3
ChIJEfrJrZB1Z0gREprCLC414fY,172,4.8
ChIJxQW2cwAHZ0gRsjyEo-hvCXs,55,3.7
ChIJBQYTVusIZ0gR_Nly6xzdoY0,156,3.6
ChIJ6WpENLUPZ0gRS6ZNbzbWj5o,52,4.7
ChIJ-VmClXYHZ0gRLg-XGMi_ktg,510,4.7
ChIJcfnEvEVtZ0gRhOUiznoW4rk,546,4.4
ChIJ69tedxgJZ0gRVW6O9DAyVeA,280,4.5
ChIJr6L1G0YJZ0gRQaqFlxRZ5hQ,182,4.3
ChIJJU9vTgAPZ0gRApA3TrFpgVc,76,4.6
ChIJvYv8GaAOZ0gRjIFeAexZqJc,377,4.3
ChIJB1cz7cEPZ0gRmKGatVjrEPY,1194,4.6
ChIJaaCu1O0bZ0gRXCmy74CI2VM,464,4.5
ChIJW1LNNpwOZ0gRw9H0IhZrk5s,2084,4.4
ChIJT8qbYAAPZ0gRLWw4Vp64rQQ,159,4.2
ChIJR56jRFoNZ0gRP4xbxb-uE-k,1025,4.8
ChIJ7aSDeTQPZ0gRt2_eGpvP06o,59,4.5
ChIJ7ZIqVQAHZ0gROcoFSK25sys,38,3.9
ChIJPR5nTW8JZ0gRSnOrbm98X-4,211,4.4
ChIJ0zdnzCAPZ0gRqMwYkzIm_b0,164,4.1
ChIJaYKAEPULZ0gR2CauY--zwp8,795,4.4
ChIJLxh6lJoPZ0gRu0h4_DTTEes,72,4.7
ChIJ4dMkOigPZ0gRG9-2YY8OmAo,553,4.8
ChIJgfoZR-0LZ0gRlk9XpPuGH-g,1155,4.1
ChIJlwlv4IMOZ0gRsaoL3KIeY1s,299,4.1
ChIJM53DN5wOZ0gRLwe1FRWl1Fg,1727,4.3
ChIJge0Hu40OZ0gRQWQuuoMB0t4,1044,4.2
ChIJ89K4254IZ0gRcHO2nOF53EM,877,4.2
ChIJDTtAm5EOZ0gRXUNPYRM3MJ4,443,4.2
ChIJbWVlipMJZ0gRha8Pan6gD24,124,4.8
ChIJD3AHvJsOZ0gRgGSmU4UYJt4,2439,4.1
ChIJlxiTAa4NZ0gRG5iz7G-2L0s,70,4.3
ChIJCwHJKKkOZ0gRdG0Z1OmW-JI,86,4.7
ChIJm_2pQgFzZ0gRRMrMciEREN4,52,4.5
ChIJE2myDRoJZ0gRQbjvEo7V-tM,100,4.9
ChIJkeSG4oIOZ0gR_wPxNdF0ynM,1396,4.7
ChIJ_dDlAIl0Z0gRiL-nEO8Xels,255,4.6
ChIJTVQtKZ4OZ0gRu7Pi8eaKYqQ,684,4.5
ChIJe9jxMagPZ0gRDcFKdyrLkJo,1841,4.8
ChIJFXcqpJEOZ0gRYu0Hh_zT4AQ,446,4.4
ChIJuY7UtoBtZ0gRDkaJQq782GU,371,4.3
ChIJ5Q3BCSwNZ0gR3WlYV0gv3X4,175,4.5
ChIJa1jqaJoOZ0gRnXL5bRWOWMY,339,4.1
ChIJm3wSOCwPZ0gRx6s1rz5oYig,166,3.9
ChIJ2Wq2A00PZ0gRGt7SKDO6syU,44,2.8
ChIJL_5TYF0PZ0gRdZvtt6xfmCQ,200,4.8
ChIJ31lATYUOZ0gRhO0SRpEYV4Q,156,4.4
